BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Pubmed ID,Organism Interactor A,Organism Interactor B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source Database
2551272,8359,554313,113955,299853,-,-,HIST1H4A,HIST2H4B,H4FA,H4/o,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
796036,8358,8353,113954,113949,-,RP1-34B20.8,HIST1H3B,HIST1H3E,H3/l|H3FL,H3.1|H3/d|H3FD,Affinity Capture-MS,physical,Foltz DR (2006),16622419,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
2254727,8350,8968,113946,114458,-,-,HIST1H3A,HIST1H3F,H3/A|H3FA,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.932287735,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.932287735, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
3092126,8354,8968,113950,114458,RP1-193B12.1,-,HIST1H3I,HIST1H3F,H3.f|H3/f|H3FF,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.890770209,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.890770209, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
1185633,116254,2260,125494,108551,RP1-12G14.8,-,GINM1,FGFR1,C6orf72|dJ12G14.2,BFGFR|CD331|CEK|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1,Affinity Capture-MS,physical,Huttlin EL (2015),26186194,9606,9606,High Throughput,0.976802694,-,-,"BioPlex 1.0 HEK 293T cells CompPASS score = 0.976802694, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.",-,BIOGRID
2257152,116254,2260,125494,108551,RP1-12G14.8,-,GINM1,FGFR1,C6orf72|dJ12G14.2,BFGFR|CD331|CEK|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.914191125,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.914191125, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
3123078,116254,2260,125494,108551,RP1-12G14.8,-,GINM1,FGFR1,C6orf72|dJ12G14.2,BFGFR|CD331|CEK|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.870987996,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.870987996, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
744063,84172,10849,123926,116060,-,-,POLR1B,CD3EAP,RPA135|RPA2|Rpo1-2,ASE-1|ASE1|CAST|PAF49,Co-fractionation,physical,Havugimana PC (2012),22939629,9606,9606,High Throughput,0.821,-,-,Denoised score >= 0.75,-,BIOGRID
2944715,10849,84172,116060,123926,-,-,CD3EAP,POLR1B,ASE-1|ASE1|CAST|PAF49,RPA135|RPA2|Rpo1-2,Affinity Capture-MS,physical,Marcon E (2014),24981860,9606,9606,High Throughput,27.28132663,-,-,Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11,-,BIOGRID
2982520,10849,84172,116060,123926,-,-,CD3EAP,POLR1B,ASE-1|ASE1|CAST|PAF49,RPA135|RPA2|Rpo1-2,Proximity Label-MS,physical,Go CD (2021),34079125,9606,9606,High Throughput,80.0,-,-,BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.,-,BIOGRID
3034028,8294,253714,113899,128982,-,-,HIST1H4I,MMS22L,H4/m|H4FM|H4M,C6orf167|dJ39B17.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.99972252,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.99972252, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999927751, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3095667,8362,253714,113958,128982,RP1-160A22.2,-,HIST1H4K,MMS22L,H4/d|H4F2iii|H4FD|dJ160A22.1,C6orf167|dJ39B17.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.998257274,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.998257274, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3102193,8366,253714,113962,128982,-,-,HIST1H4B,MMS22L,H4/I|H4FI,C6orf167|dJ39B17.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.998637905,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.998637905, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3135624,8361,253714,113957,128982,-,-,HIST1H4F,MMS22L,H4|H4/c|H4FC,C6orf167|dJ39B17.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.999993163,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.999993163, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3143250,8368,253714,113964,128982,-,-,HIST1H4L,MMS22L,H4.k|H4/k|H4FK,C6orf167|dJ39B17.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.999969791,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.999969791, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3363047,84172,10849,123926,116060,-,-,POLR1B,CD3EAP,RPA135|RPA2|Rpo1-2,ASE-1|ASE1|CAST|PAF49,Affinity Capture-MS,physical,Cho NH (2022),35271311,9606,9606,High Throughput,-,-,-,Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins,-,BIOGRID
3431242,10849,84172,116060,123926,-,-,CD3EAP,POLR1B,ASE-1|ASE1|CAST|PAF49,RPA135|RPA2|Rpo1-2,Co-fractionation,physical,Havugimana PC (2022),35831314,9606,9606,High Throughput,-,-,-,"High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.703)|MCF7 cell line (score 0.7)|MDA231 cell line (score 0.679)",-,BIOGRID
3435265,983,5424,107420,111420,-,-,CDK1,POLD1,CDC2|CDC28A|P34CDC2,CDC2|CRCS10|MDPL|POLD,Co-fractionation,physical,Havugimana PC (2022),35831314,9606,9606,High Throughput,-,-,-,"High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.653)|MCF7 cell line (score 0.678)|MDA231 cell line (score 0.691)",-,BIOGRID
2551272,8359,554313,113955,299853,-,-,HIST1H4A,HIST2H4B,H4FA,H4/o,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
3174147,10641,5586,115885,111572,-,RP5-905H16.1,NPRL2,PKN2,NPR2|NPR2L|TUSC4,PAK2|PRK2|PRKCL2|PRO2042|Pak-2|STK7,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.794072208,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.794072208, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
2745398,122183,729246,125761,609649,-,-,PRR20A,PRR20D,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745399,122183,729240,125761,609643,-,-,PRR20A,PRR20C,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745400,122183,729250,125761,609653,-,-,PRR20A,PRR20E,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745750,729246,729240,609649,609643,-,-,PRR20D,PRR20C,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745751,729246,729250,609649,609653,-,-,PRR20D,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745754,729240,729250,609643,609653,-,-,PRR20C,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
